9130,Unleashed,Sweden,Active,1989,Death Metal,Victory,1995,0.8
9130,Unleashed,Sweden,Active,1989,Death Metal,Victory,1995,0.78
9130,Unleashed,Sweden,Active,1989,Death Metal,Victory,1995,0.74
9130,Unleashed,Sweden,Active,1989,Death Metal,Warrior,1997,0.87
9130,Unleashed,Sweden,Active,1989,Death Metal,Warrior,1997,0.78
9130,Unleashed,Sweden,Active,1989,Death Metal,Hell's Unleashed,2002,0.55
9130,Unleashed,Sweden,Active,1989,Death Metal,Sworn Allegiance,2004,0.84
9130,Unleashed,Sweden,Active,1989,Death Metal,Sworn Allegiance,2004,0.57
9130,Unleashed,Sweden,Active,1989,Death Metal,Sworn Allegiance,2004,0.85
9130,Unleashed,Sweden,Active,1989,Death Metal,Sworn Allegiance,2004,0.65
9130,Unleashed,Sweden,Active,1989,Death Metal,Sworn Allegiance,2004,0.79
9130,Unleashed,Sweden,Active,1989,Death Metal,Sworn Allegiance,2004,0.8
9130,Unleashed,Sweden,Active,1989,Death Metal,Midvinterblot,2006,0.92
9130,Unleashed,Sweden,Active,1989,Death Metal,Midvinterblot,2006,0.98
9130,Unleashed,Sweden,Active,1989,Death Metal,Midvinterblot,2006,0.78
9130,Unleashed,Sweden,Active,1989,Death Metal,Midvinterblot,2006,0.89
9130,Unleashed,Sweden,Active,1989,Death Metal,Midvinterblot,2006,0.87
9130,Unleashed,Sweden,Active,1989,Death Metal,Midvinterblot,2006,0.7
9130,Unleashed,Sweden,Active,1989,Death Metal,Midvinterblot,2006,0.9
9130,Unleashed,Sweden,Active,1989,Death Metal,Midvinterblot,2006,0.85
9130,Unleashed,Sweden,Active,1989,Death Metal,Midvinterblot,2006,0.96
9130,Unleashed,Sweden,Active,1989,Death Metal,Hammer Battalion,2008,0.75
9130,Unleashed,Sweden,Active,1989,Death Metal,Hammer Battalion,2008,0.78
9130,Unleashed,Sweden,Active,1989,Death Metal,Hammer Battalion,2008,0.8
9130,Unleashed,Sweden,Active,1989,Death Metal,Hammer Battalion,2008,0.8
9130,Unleashed,Sweden,Active,1989,Death Metal,Hammer Battalion,2008,0.95
9130,Unleashed,Sweden,Active,1989,Death Metal,As Yggdrasil Trembles,2010,0.6
9130,Unleashed,Sweden,Active,1989,Death Metal,Odalheim,2012,0.98
9130,Unleashed,Sweden,Active,1989,Death Metal,Odalheim,2012,0.95
9130,Unleashed,Sweden,Active,1989,Death Metal,Odalheim,2012,0.94
9130,Unleashed,Sweden,Active,1989,Death Metal,Odalheim,2012,0.95
9130,Unleashed,Sweden,Active,1989,Death Metal,Dawn of the Nine,2015,0.75
9130,Unleashed,Sweden,Active,1989,Death Metal,Dawn of the Nine,2015,0.7
9130,Unleashed,Sweden,Active,1989,Death Metal,Dawn of the Nine,2015,0.9
9130,Unleashed,Sweden,Active,1989,Death Metal,Dawn of the Nine,2015,0.94
9151,Unwilling Flesh,United States,Active,2013,Death Metal,Between the Living and the Dead,2014,0.82
9162,Usipian,Denmark,Split-up,2000,Death Metal,Dead Corner of the Eye,2005,0.93
9162,Usipian,Denmark,Split-up,2000,Death Metal,Dead Corner of the Eye,2005,0.85
9163,Usud,Croatia,Active,1999,Death Metal,Creator's Sorcery,2006,1.0
9193,Vanhelgd,Sweden,Active,2007,Death Metal,Cult of Lazarus,2008,0.8
9193,Vanhelgd,Sweden,Active,2007,Death Metal,Relics of Sulphur Salvation,2014,0.92
9193,Vanhelgd,Sweden,Active,2007,Death Metal,Relics of Sulphur Salvation,2014,0.85
9198,Vasaeleth,United States,Active,2008,Death Metal,Crypt Born & Tethered to Ruin,2010,0.7
9198,Vasaeleth,United States,Active,2008,Death Metal,Crypt Born & Tethered to Ruin,2010,0.98
9198,Vasaeleth,United States,Active,2008,Death Metal,Crypt Born & Tethered to Ruin,2010,0.9
9198,Vasaeleth,United States,Active,2008,Death Metal,Crypt Born & Tethered to Ruin,2010,0.45
9198,Vasaeleth,United States,Active,2008,Death Metal,Crypt Born & Tethered to Ruin,2010,0.8
9201,Vastum,United States,Active,2009,Death Metal,Carnal Law,2011,0.69
9201,Vastum,United States,Active,2009,Death Metal,Carnal Law,2011,0.7
9201,Vastum,United States,Active,2009,Death Metal,Patricidal Lust,2013,1.0
9201,Vastum,United States,Active,2009,Death Metal,Patricidal Lust,2013,0.9
9201,Vastum,United States,Active,2009,Death Metal,Hole Below,2015,0.94
9206,Vehement Thrower,Poland,Changed name,1991,Death Metal,I Come in Peace,1993,0.2
9210,Veld,International,Active,1995,Death Metal,Infested with Rats Life,2002,0.66
9210,Veld,International,Active,1995,Death Metal,Daemonic: The Art of Dantalian,2015,0.8
9216,Veneral Disease,Germany,Split-up,1994,Death Metal,Superior Supremacy,2007,0.8
9220,Vengeful,Canada,Active,2003,Death Metal,Karma,2007,0.88
9220,Vengeful,Canada,Active,2003,Death Metal,The Omnipresent Curse,2009,0.76
9231,Vermin,Netherlands,Active,2002,Death Metal,A Nihilistic Swarm,2006,0.75
9231,Vermin,Netherlands,Active,2002,Death Metal,Define : Divine,2009,0.55
9231,Vermin,Netherlands,Active,2002,Death Metal,Define : Divine,2009,0.65
9235,Verminous,Sweden,Active,2002,Death Metal,Impious Sacrilege,2003,0.9
9235,Verminous,Sweden,Active,2002,Death Metal,Impious Sacrilege,2003,0.88
9235,Verminous,Sweden,Active,2002,Death Metal,The Unholy Communion,2013,0.99
9243,Vesuvius,United States,Active,2002,Death Metal,Hot Pursuit,2003,0.95
9247,Vexatus,Poland,Active,2007,Death Metal,Atom Pompeii,2013,0.6
9248,Vexilla Regis Prodeunt Inferni,Mexico,Active,2009,Death Metal,Vexilla Regis Prodeunt Inferni,2012,0.89
9253,Vibrion,Argentina,Active,1992,Death Metal,Diseased,1995,0.85
9253,Vibrion,Argentina,Active,1992,Death Metal,Closed Frontiers,1997,0.75
9274,Viogression,United States,Active,1988,Death Metal,Expound and Exhort,1991,0.88
9274,Viogression,United States,Active,1988,Death Metal,Expound and Exhort,1991,0.92
9274,Viogression,United States,Active,1988,Death Metal,Passage,1992,0.47
9279,Violence Unleashed,Germany,Split-up,2006,Death Metal,Spawned to Kill,2007,0.6
9290,Viral Load,United States,Split-up,1996,Death Metal,Brutalized Beyond Belief,1997,0.8
9290,Viral Load,United States,Split-up,1996,Death Metal,Brutalized Beyond Belief,1997,0.91
9290,Viral Load,United States,Split-up,1996,Death Metal,Practitioners of Perversion,2001,0.92
9290,Viral Load,United States,Split-up,1996,Death Metal,Practitioners of Perversion,2001,1.0
9290,Viral Load,United States,Split-up,1996,Death Metal,Backwoods Bludgeoning (Sick Hicks from the Sticks),2006,0.75
9290,Viral Load,United States,Split-up,1996,Death Metal,Backwoods Bludgeoning (Sick Hicks from the Sticks),2006,0.56
9290,Viral Load,United States,Split-up,1996,Death Metal,Decade of Deepwoods Debauchery,2008,0.85
9310,Vital Remains,United States,Active,1988,Death Metal,Let Us Pray,1992,0.87
9310,Vital Remains,United States,Active,1988,Death Metal,Let Us Pray,1992,0.95
9310,Vital Remains,United States,Active,1988,Death Metal,Let Us Pray,1992,0.96
9310,Vital Remains,United States,Active,1988,Death Metal,Let Us Pray,1992,0.9
9310,Vital Remains,United States,Active,1988,Death Metal,Let Us Pray,1992,0.95
9310,Vital Remains,United States,Active,1988,Death Metal,Into Cold Darkness,1995,0.9
9310,Vital Remains,United States,Active,1988,Death Metal,Into Cold Darkness,1995,0.9
9310,Vital Remains,United States,Active,1988,Death Metal,Into Cold Darkness,1995,0.85
9310,Vital Remains,United States,Active,1988,Death Metal,Into Cold Darkness,1995,0.9
9310,Vital Remains,United States,Active,1988,Death Metal,Into Cold Darkness,1995,0.87
9310,Vital Remains,United States,Active,1988,Death Metal,Into Cold Darkness,1995,0.75
9310,Vital Remains,United States,Active,1988,Death Metal,Forever Underground,1997,1.0
9310,Vital Remains,United States,Active,1988,Death Metal,Forever Underground,1997,0.95
9310,Vital Remains,United States,Active,1988,Death Metal,Forever Underground,1997,0.96
9310,Vital Remains,United States,Active,1988,Death Metal,Forever Underground,1997,0.92
9310,Vital Remains,United States,Active,1988,Death Metal,Forever Underground,1997,0.8
9310,Vital Remains,United States,Active,1988,Death Metal,Dawn of the Apocalypse,2000,0.8
9310,Vital Remains,United States,Active,1988,Death Metal,Dawn of the Apocalypse,2000,0.66
9310,Vital Remains,United States,Active,1988,Death Metal,Dawn of the Apocalypse,2000,0.95
9310,Vital Remains,United States,Active,1988,Death Metal,Dawn of the Apocalypse,2000,0.99
9310,Vital Remains,United States,Active,1988,Death Metal,Dawn of the Apocalypse,2000,0.79
9310,Vital Remains,United States,Active,1988,Death Metal,Dawn of the Apocalypse,2000,0.98
9310,Vital Remains,United States,Active,1988,Death Metal,Dawn of the Apocalypse,2000,0.99
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.9
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.25
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.86
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.8
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,1.0
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.72
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.8
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.98
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.97
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.97
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.41
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.95
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.75
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.75
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.99
9310,Vital Remains,United States,Active,1988,Death Metal,Dechristianize,2003,0.9
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.49
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.15
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.26
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.7
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.93
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.82
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.3
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.65
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.66
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.15
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.2
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.67
9310,Vital Remains,United States,Active,1988,Death Metal,Icons of Evil,2007,0.85
