37169,Black Hate,Mexico,Active,2006,Black Metal (early)| Black/Death Metal (later),Los tres mundos,2012,0.83
37169,Black Hate,Mexico,Active,2006,Black Metal (early)| Black/Death Metal (later),Los tres mundos,2012,0.85
37183,Carbonized,Sweden,Split-up,1988,Progressive Death Metal| Progressive Rock/Metal (on Screaming Machines),For the Security,1991,0.87
37183,Carbonized,Sweden,Split-up,1988,Progressive Death Metal| Progressive Rock/Metal (on Screaming Machines),For the Security,1991,0.87
37183,Carbonized,Sweden,Split-up,1988,Progressive Death Metal| Progressive Rock/Metal (on Screaming Machines),For the Security,1991,0.78
37183,Carbonized,Sweden,Split-up,1988,Progressive Death Metal| Progressive Rock/Metal (on Screaming Machines),For the Security,1991,0.87
37183,Carbonized,Sweden,Split-up,1988,Progressive Death Metal| Progressive Rock/Metal (on Screaming Machines),Disharmonization,1993,0.95
37184,Carnarium,Argentina,Active,1993,Death Metal (early)| Black/Gothic Metal (later),Constelaciones de requiems,2002,0.9
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Halls of Frozen North,1998,0.84
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Halls of Frozen North,1998,0.75
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Halls of Frozen North,1998,0.85
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Halls of Frozen North,1998,0.86
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Halls of Frozen North,1998,0.91
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Halls of Frozen North,1998,0.68
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Halls of Frozen North,1998,1.0
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Morning Crimson,1999,0.89
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Morning Crimson,1999,0.7
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Morning Crimson,1999,0.5
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Morning Crimson,1999,0.89
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Morning Crimson,1999,0.14
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Eternal Winter's Prophecy,2000,0.76
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Eternal Winter's Prophecy,2000,0.7
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Eskhata,2002,0.78
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Eskhata,2002,0.59
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Eskhata,2002,0.89
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Eskhata,2002,0.97
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Chaos Born,2003,0.8
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Chaos Born,2003,0.83
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Chaos Born,2003,0.9
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Chaos Born,2003,0.98
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Chaos Born,2003,0.95
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Winternight Tragedies,2005,0.87
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Winternight Tragedies,2005,0.82
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Winternight Tragedies,2005,0.92
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Location: COLD,2006,0.93
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Location: COLD,2006,0.98
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Location: COLD,2006,0.85
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Location: COLD,2006,0.98
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),VIII: The Time Unchained,2008,0.33
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),VIII: The Time Unchained,2008,0.49
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),VIII: The Time Unchained,2008,0.6
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Cavalcade,2010,0.22
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Cavalcade,2010,0.8
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Cavalcade,2010,0.3
37185,Catamenia,Finland,Active,1995,Melodic Black Metal (early)| Melodic Death/Gothic Metal (later),Cavalcade,2010,0.7
37186,Celestial Season,Netherlands,Active,1991,Doom/Death Metal (early)| Stoner Metal (later),Forever Scarlet Passion,1993,0.88
37186,Celestial Season,Netherlands,Active,1991,Doom/Death Metal (early)| Stoner Metal (later),Solar Lovers,1995,0.9
37186,Celestial Season,Netherlands,Active,1991,Doom/Death Metal (early)| Stoner Metal (later),Solar Lovers,1995,0.98
37186,Celestial Season,Netherlands,Active,1991,Doom/Death Metal (early)| Stoner Metal (later),Solar Lovers,1995,1.0
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,0.9
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,0.97
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,0.99
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,0.8
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,0.98
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,0.96
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,1.0
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,1.0
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,0.97
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),To Mega Therion,1985,0.8
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.65
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.95
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.94
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.93
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.33
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.87
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.71
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.98
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.98
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.17
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Into the Pandemonium,1987,0.95
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Cold Lake,1988,0.36
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Cold Lake,1988,0.6
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Cold Lake,1988,0.58
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Cold Lake,1988,0.3
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Cold Lake,1988,0.4
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Cold Lake,1988,0.07
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Cold Lake,1988,0.08
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Cold Lake,1988,0.0
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Vanity / Nemesis,1990,0.7
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Vanity / Nemesis,1990,0.97
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Vanity / Nemesis,1990,0.82
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Vanity / Nemesis,1990,0.75
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Vanity / Nemesis,1990,0.91
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Vanity / Nemesis,1990,0.79
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Vanity / Nemesis,1990,0.75
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.05
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.05
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.18
