12361,Fekaliza Thor,Slovakia,Active,2007,Brutal Death Metal,Umenie srania,2009,0.75
12365,Feradur,Luxembourg,Active,2006,Melodic Death Metal,Epimetheus,2015,0.85
12367,Fermento,Spain,Active,1991,Brutal Death Metal,Symbols of Decrepitude| Symbols of Supremacy,1997,0.92
12367,Fermento,Spain,Active,1991,Brutal Death Metal,Insignia,2004,0.75
12367,Fermento,Spain,Active,1991,Brutal Death Metal,Insignia,2004,0.8
12371,Festival of Mutilation,Bosnia and Herzegovina,Active,2006,Technical Death Metal,Gods of Infernal Desolation,2009,1.0
12373,Fetal Decay,Russia,Active,1998,Brutal Death Metal,You Have No Choice,2011,0.78
12387,Fiends at Feast,United States,Active,2007,Blackened Death Metal,Towards the Baphomet's Throne,2012,0.9
12387,Fiends at Feast,United States,Active,2007,Blackened Death Metal,Towards the Baphomet's Throne,2012,0.6
12390,Fight the Demiurge,United States,Active,2011,Brutal Death Metal,The War at the Edge of Existence,2014,0.25
12390,Fight the Demiurge,United States,Active,2011,Brutal Death Metal,The War at the Edge of Existence,2014,0.74
12390,Fight the Demiurge,United States,Active,2011,Brutal Death Metal,The War at the Edge of Existence,2014,0.9
12400,Fire Within,Ukraine,Active,2010,Melodic Death Metal,On the Wings of Revenge,2013,0.8
12401,Fireborn,United States,Active,1998,Melodic Death Metal,...as the World Crumbles,2005,0.87
12403,FireLake,Ukraine,Active,1997,Progressive Melodic Death Metal,The Temptation Journey,2005,0.66
12406,First Fragment,Canada,Active,2007,Technical Death Metal,Dasein,2016,0.99
12421,Flesh Consumed,United States,Active,2003,Technical Brutal Death Metal,...Mutilate| Eviscerate| Decapitate...,2008,0.7
12421,Flesh Consumed,United States,Active,2003,Technical Brutal Death Metal,...Mutilate| Eviscerate| Decapitate...,2008,0.84
12421,Flesh Consumed,United States,Active,2003,Technical Brutal Death Metal,...Mutilate| Eviscerate| Decapitate...,2008,0.99
12421,Flesh Consumed,United States,Active,2003,Technical Brutal Death Metal,...Mutilate| Eviscerate| Decapitate...,2008,0.98
12421,Flesh Consumed,United States,Active,2003,Technical Brutal Death Metal,Ecliptic Dimensions of Suffering,2010,0.9
12421,Flesh Consumed,United States,Active,2003,Technical Brutal Death Metal,Ecliptic Dimensions of Suffering,2010,0.75
12421,Flesh Consumed,United States,Active,2003,Technical Brutal Death Metal,Ecliptic Dimensions of Suffering,2010,0.8
12432,Fleshbomb,Russia,Active,1999,Brutal Death Metal,Reincarnated in Abomination,2014,0.83
12432,Fleshbomb,Russia,Active,1999,Brutal Death Metal,Reincarnated in Abomination,2014,0.85
12434,Fleshdoll,France,Active,2001,Brutal Death Metal,Animal Factory,2010,0.7
12435,Fleshmould,Belgium,Active,2000,Technical Death Metal,The Lazarus Breed,2006,0.36
12435,Fleshmould,Belgium,Active,2000,Technical Death Metal,The Lazarus Breed,2006,0.6
12435,Fleshmould,Belgium,Active,2000,Technical Death Metal,The Lazarus Breed,2006,0.9
12441,Fleshwrought,United States,Active,2003,Experimental Death Metal,Dementia/Dyslexia,2010,0.9
12441,Fleshwrought,United States,Active,2003,Experimental Death Metal,Dementia/Dyslexia,2010,0.2
12442,Flying,Ukraine,Split-up,1998,Melodic Death Metal,A Proud Bird,2001,0.9
12442,Flying,Ukraine,Split-up,1998,Melodic Death Metal,A Proud Bird,2001,0.98
12442,Flying,Ukraine,Split-up,1998,Melodic Death Metal,The Heir of the Future,2004,0.9
